Source,Target
Nyssa,K9 (Storm in a Tikka) (page does not exist)
Nyssa,Kamelion
Nyssa,Leela
Nyssa,Liz Shaw
Nyssa,Madge Cranleigh
Nyssa,Mara
Nyssa,Mawdryn
Nyssa,Melanie Bush
Nyssa,Mike Yates
Nyssa,Morgus
Nyssa,Omega
Nyssa,Peri Brown
Nyssa,Richard Mace
Nyssa,Romana II
Nyssa,Sarah Jane Smith
Nyssa,Seventh Doctor
Nyssa,Sharaz Jek
Nyssa,Sixth Doctor
Nyssa,Stotz
Nyssa,Susan Foreman
Nyssa,Tegan Jovanka
Nyssa,Terileptil
Nyssa,Terileptil android
Nyssa,The Brigadier
Nyssa,The Master
Nyssa,The Rani
Nyssa,The Watcher (Logopolis)
Nyssa,Third Doctor
Nyssa,Urbankan
Nyssa,Victoria Waterfield
Nyssa,Vislor Turlough
Odysseus,Cassandra (The Myth Makers)
Odysseus,First Doctor
Odysseus,Katarina
Odysseus,Steven Taylor
Odysseus,Vicki Pallister
Ogri,Cessair of Diplos
Ogri,Fourth Doctor
Ogri,K9 Mark II
Ogri,Romana I
Ogri,White Guardian
Ohila,Ashildr
Ohila,Clara Oswald
Ohila,Davros
Ohila,Eighth Doctor
Ohila,Kate Stewart
Ohila,Kenossium
Ohila,Rassilon
Ohila,The Master
Ohila,Twelfth Doctor
Ohila,War Doctor
Olive Hawthorne,Azal
Olive Hawthorne,Dæmon
Olive Hawthorne,Jo Grant
Olive Hawthorne,John Benton
Olive Hawthorne,Mike Yates
Olive Hawthorne,The Brigadier
Olive Hawthorne,The Master
Olive Hawthorne,Third Doctor
Olive Hawthorne,Tom Osgood
Omega,Borusa
Omega,Chancellor (The Three Doctors)
Omega,Fifth Doctor
Omega,First Doctor
Omega,Jo Grant
Omega,John Benton
Omega,Nyssa
Omega,Palmer (The Three Doctors)
Omega,President (The Three Doctors)
Omega,Second Doctor
Omega,Tegan Jovanka
Omega,The Brigadier
Omega,Third Doctor
Omega,Time Lord (The Three Doctors)
Ood,McMillen
Ood,The Beast (The Impossible Planet)
Ood (Death is the Only Answer),Albert Einstein
Ood (Death is the Only Answer),Einstein's liquid
Ood (Death is the Only Answer),Eleventh Doctor
Ood (Pond Life),Eleventh Doctor
Ood (Pond Life),Sontarans
Ood Sigma,Adelaide Brooke
Ood Sigma,Alonso Frame
Ood Sigma,Donna Noble
Ood Sigma,Eleventh Doctor
Ood Sigma,Jack Harkness
Ood Sigma,Jackie Tyler
Ood Sigma,Klineman Halpen
Ood Sigma,Luke Smith
Ood Sigma,Martha Jones
Ood Sigma,Mickey Smith
Ood Sigma,Rassilon
Ood Sigma,Rose Tyler
Ood Sigma,Sarah Jane Smith
Ood Sigma,Sylvia Noble
Ood Sigma,Tenth Doctor
Ood Sigma,The Flood (The Waters of Mars)
Ood Sigma,The Master
Ood Sigma,Wilfred Mott
Oracle (Underworld),Fourth Doctor
Oracle (Underworld),K9 Mark I
Oracle (Underworld),Leela
Oracle (Underworld),Seer
Pa Clanton,Billy Clanton
Pa Clanton,Dodo Chaplet
Pa Clanton,First Doctor
Pa Clanton,Ike Clanton
Pa Clanton,Johnny Ringo
Pa Clanton,Phineas Clanton
Pa Clanton,Seth Harper
Pa Clanton,Steven Taylor
Pa Clanton,Template:Disputed
Padmasambhava,Edward Travers
Padmasambhava,Great Intelligence
Padmasambhava,Jamie McCrimmon
Padmasambhava,Second Doctor
Padmasambhava,Thonmi
Padmasambhava,Victoria Waterfield
Palmer (The Three Doctors),Chancellor (The Three Doctors)
Palmer (The Three Doctors),First Doctor
Palmer (The Three Doctors),Jo Grant
Palmer (The Three Doctors),John Benton
Palmer (The Three Doctors),Omega
Palmer (The Three Doctors),President (The Three Doctors)
Palmer (The Three Doctors),Second Doctor
Palmer (The Three Doctors),The Brigadier
Palmer (The Three Doctors),Third Doctor
Palmer (The Three Doctors),Time Lord (The Three Doctors)
Pangol,Fourth Doctor
Pangol,K9 Mark II
Pangol,Romana II
Pangol,West Lodge
Paternoster Gang,Amy Pond
Paternoster Gang,Clara Oswald
Paternoster Gang,Dorium Maldovar
Paternoster Gang,Eleventh Doctor
Paternoster Gang,Great Intelligence
Paternoster Gang,Half-Face Man
Paternoster Gang,Kovarian
Paternoster Gang,Mister Sweet
Paternoster Gang,River Song
Paternoster Gang,Rory Williams
Paternoster Gang,The Master
Paternoster Gang,Twelfth Doctor
Paternoster Gang,War Doctor
Paternoster Gang,Winifred Gillyflower
Peg doll (Night Terrors),Amy Pond
Peg doll (Night Terrors),Eleventh Doctor
Peg doll (Night Terrors),Rory Williams
Peinforte,Ace
Peinforte,Cyber-Leader (Silver Nemesis)
Peinforte,De Flores
Peinforte,Seventh Doctor
Peladon of Peladon,Aggedor (The Curse of Peladon)
Peladon of Peladon,Alpha Centauri (The Curse of Peladon)
Peladon of Peladon,Amazonia
Peladon of Peladon,Arcturus (The Curse of Peladon)
Peladon of Peladon,Grun
Peladon of Peladon,Hepesh
Peladon of Peladon,Ice Warrior
Peladon of Peladon,Jo Grant
Peladon of Peladon,Third Doctor
Percy Shelley,Ashad
Percy Shelley,George Gordon Byron
Percy Shelley,Graham O'Brien
Percy Shelley,John Polidori
Percy Shelley,Mary Shelley
Percy Shelley,Ryan Sinclair
Percy Shelley,Thirteenth Doctor
Percy Shelley,Yasmin Khan
Peri Brown,Ace
Peri Brown,Adric
Peri Brown,Azmael
Peri Brown,Borad
Peri Brown,Chessene of the Franzine Grig
Peri Brown,Chief Officer
Peri Brown,Cyber-Controller (The Tomb of the Cybermen)
Peri Brown,Davros
Peri Brown,Fifth Doctor
Peri Brown,Fourth Doctor
Peri Brown,Gustave Lytton
Peri Brown,H. G. Wells
Peri Brown,Jamie McCrimmon
Peri Brown,K9 (Storm in a Tikka) (page does not exist)
Peri Brown,Kamelion
Peri Brown,Leela
Peri Brown,Liz Shaw
Peri Brown,Melanie Bush
Peri Brown,Mestor
Peri Brown,Mike Yates
Peri Brown,Morgus
Peri Brown,Nyssa
Peri Brown,Quillam
Peri Brown,Romana II
Peri Brown,Sarah Jane Smith
Peri Brown,Seventh Doctor
Peri Brown,Sharaz Jek
Peri Brown,Shockeye of the Quawncing Grig
Peri Brown,Sil
Peri Brown,Sixth Doctor
Peri Brown,Sontaran
Peri Brown,Stotz
Peri Brown,Susan Foreman
Peri Brown,Tegan Jovanka
Peri Brown,Tekker
Peri Brown,The Brigadier
Peri Brown,The Master
Peri Brown,The Rani
Peri Brown,Third Doctor
Peri Brown,Victoria Waterfield
Peri Brown,Vislor Turlough
Perkins (Mummy on the Orient Express),Clara Oswald
Perkins (Mummy on the Orient Express),Danny Pink
Perkins (Mummy on the Orient Express),Gus (Mummy on the Orient Express)
Perkins (Mummy on the Orient Express),Twelfth Doctor
Pete Tyler,Jackie Tyler
Pete Tyler,Ninth Doctor
Pete Tyler,Reaper
Pete Tyler,Rose Tyler
Pete Tyler (Pete's World),Cybermen
Pete Tyler (Pete's World),Dalek Sec
Pete Tyler (Pete's World),Donna Noble
Pete Tyler (Pete's World),Jackie Tyler
Pete Tyler (Pete's World),Jackie Tyler (Pete's World)
Pete Tyler (Pete's World),Jake Simmonds
Pete Tyler (Pete's World),John Lumic
Pete Tyler (Pete's World),Mickey Smith
Pete Tyler (Pete's World),Ricky Smith
Pete Tyler (Pete's World),Rose Tyler
Pete Tyler (Pete's World),Tenth Doctor
Pete Tyler (Pete's World),Yvonne Hartman
Peter Haydon,Cyber-Controller (The Tomb of the Cybermen)
Peter Haydon,Cyberman
Peter Haydon,Eric Klieg
Peter Haydon,Jamie McCrimmon
Peter Haydon,Kaftan
Peter Haydon,Second Doctor
Peter Haydon,Victoria Waterfield
Petra Williams,Alastair Lethbridge-Stewart
Petra Williams,Eric Stahlman
Petra Williams,Greg Sutton
Petra Williams,John Benton
Petra Williams,Keith Gold
Petra Williams,Liz Shaw
Petra Williams,The Brigadier
Petra Williams,Third Doctor
Petronella Osgood,Bonnie (The Zygon Invasion)
Petronella Osgood,Clara Oswald
Petronella Osgood,Dalek Fleet
Petronella Osgood,Eleventh Doctor
Petronella Osgood,Elizabeth I
Petronella Osgood,Jac (The Magician's Apprentice)
Petronella Osgood,Kate Stewart
Petronella Osgood,Tenth Doctor
Petronella Osgood,The Curator
Petronella Osgood,The Moment
Petronella Osgood,Twelfth Doctor
Petronella Osgood,War Doctor
Petronella Osgood,Zygon Kate Stewart
Phineas Clanton,Billy Clanton
Phineas Clanton,Dodo Chaplet
Phineas Clanton,First Doctor
Phineas Clanton,Ike Clanton
Phineas Clanton,Johnny Ringo
Phineas Clanton,Pa Clanton
Phineas Clanton,Seth Harper
Phineas Clanton,Steven Taylor
Phineas Clanton,Template:Disputed
Pol-Kon-Don,Gat
Pol-Kon-Don,Graham O'Brien
Pol-Kon-Don,Jack Harkness
Pol-Kon-Don,Ryan Sinclair
Pol-Kon-Don,The Doctor (Fugitive of the Judoon)
Pol-Kon-Don,Thirteenth Doctor
Pol-Kon-Don,Yasmin Khan
Polly Wright,Ben Jackson
Polly Wright,Bragen
Polly Wright,Chameleon (humanoid)
Polly Wright,Cherub (The Smugglers)
Polly Wright,Cutler (The Tenth Planet)
Polly Wright,CyberMondan
Polly Wright,CyberTelosian
Polly Wright,Dalek
Polly Wright,Dodo Chaplet
Polly Wright,Edwards (The Smugglers)
Polly Wright,First Doctor
Polly Wright,Grey (The Highlanders)
Polly Wright,Jamie McCrimmon
Polly Wright,Janley
Polly Wright,Macra
Polly Wright,Samuel Pike
Polly Wright,Second Doctor
Polly Wright,The Director (The Faceless Ones)
Polly Wright,WOTAN
Polly Wright,Zaroff
Praxeus,Graham O'Brien
Praxeus,Ryan Sinclair
Praxeus,Suki Cheng
Praxeus,Thirteenth Doctor
Praxeus,Yasmin Khan
President (The Three Doctors),Chancellor (The Three Doctors)
President (The Three Doctors),First Doctor
President (The Three Doctors),Jo Grant
President (The Three Doctors),John Benton
President (The Three Doctors),Omega
President (The Three Doctors),Palmer (The Three Doctors)
President (The Three Doctors),Second Doctor
President (The Three Doctors),The Brigadier
President (The Three Doctors),Third Doctor
President (The Three Doctors),Time Lord (The Three Doctors)
Prisoner Zero,Amy Pond
Prisoner Zero,Eleventh Doctor
Prisoner Zero,Rory Williams
Psi,Clara Oswald
Psi,Karabraxos
Psi,Saibra
Psi,Twelfth Doctor
Pting (The Tsuranga Conundrum),Graham O'Brien
Pting (The Tsuranga Conundrum),Ryan Sinclair
Pting (The Tsuranga Conundrum),Thirteenth Doctor
Pting (The Tsuranga Conundrum),Yasmin Khan
Quark,Jamie McCrimmon
Quark,Rago
Quark,Second Doctor
Quark,Toba
Quark,Zoe Heriot
Queen of the Skithra,Dorothy Skerrit
Queen of the Skithra,Graham O'Brien
Queen of the Skithra,Nikola Tesla
Queen of the Skithra,Ryan Sinclair
Queen of the Skithra,Thirteenth Doctor
Queen of the Skithra,Thomas Edison
Queen of the Skithra,Yasmin Khan
Quillam,Chief Officer
Quillam,Peri Brown
Quillam,Sil
Quillam,Sixth Doctor
Rachel Jensen,Ace
Rachel Jensen,Allison Williams
Rachel Jensen,Black Dalek Leader
Rachel Jensen,Davros
Rachel Jensen,Ian Gilmore
Rachel Jensen,Seventh Doctor
Rago,Jamie McCrimmon
Rago,Quark
Rago,Second Doctor
Rago,Toba
Rago,Zoe Heriot
Rain God,Eleventh Doctor
Rain God,River Song
Rakaya,Chagaska
Rakaya,Graham O'Brien
Rakaya,Ryan Sinclair
Rakaya,Sonya Khan
Rakaya,Thirteenth Doctor
Rakaya,Tibo
Rakaya,Yasmin Khan
Rakaya,Zellin
Ramón Salamander,Jamie McCrimmon
Ramón Salamander,Second Doctor
Ramón Salamander,Victoria Waterfield
Ranquin,Fourth Doctor
Ranquin,Kroll
Ranquin,Romana I
Ranquin,Thawn
Rapunzel,Jamie McCrimmon
Rapunzel,Karkus
Rapunzel,Master Brain
Rapunzel,Master of the Land
Rapunzel,Second Doctor
Rapunzel,Zoe Heriot
Rassilon,Alistair Gordon Lethbridge-Stewart
Rassilon,Alonso Frame
Rassilon,Ashildr
Rassilon,Borusa
Rassilon,Clara Oswald
Rassilon,Donna Noble
Rassilon,Eleventh Doctor
Rassilon,Fifth Doctor
Rassilon,First Doctor
Rassilon,Fourth Doctor
Rassilon,Jack Harkness
Rassilon,Jackie Tyler
Rassilon,K9 Mark III
Rassilon,Kenossium
Rassilon,Lord President
Rassilon,Luke Smith
Rassilon,Martha Jones
Rassilon,Mickey Smith
Rassilon,Ohila
Rassilon,Ood Sigma
Rassilon,Romana II
Rassilon,Rose Tyler
Rassilon,Sarah Jane Smith
Rassilon,Second Doctor
Rassilon,Susan Foreman
Rassilon,Sylvia Noble
Rassilon,Tegan Jovanka
Rassilon,Tenth Doctor
Rassilon,The Master
Rassilon,Third Doctor
Rassilon,Twelfth Doctor
Rassilon,Vislor Turlough
Rassilon,Wilfred Mott
Reaper,Jackie Tyler
Reaper,Ninth Doctor
Reaper,Pete Tyler
Reaper,Rose Tyler
Reconnaissance Dalek,Graham O'Brien
Reconnaissance Dalek,Jack Harkness
Reconnaissance Dalek,Jack Robertson
Reconnaissance Dalek,Ryan Sinclair
Reconnaissance Dalek,Thirteenth Doctor
Reconnaissance Dalek,Yasmin Khan
Reegan,Bruno Taltalian
Reegan,Carrington (The Ambassadors of Death)
Reegan,Collinson
Reegan,John Benton
Reegan,Liz Shaw
Reegan,The Brigadier
Reegan,Third Doctor
Remnant,Graham O'Brien
Remnant,Ryan Sinclair
Remnant,Thirteenth Doctor
Remnant,Yasmin Khan
Restac,Alaya
Restac,Amy Pond
Restac,Eleventh Doctor
Restac,Rory Williams
Ribbons,Grace O'Brien
Ribbons,Graham O'Brien
Ribbons,Ryan Sinclair
Ribbons,Solitract
Ribbons,Thirteenth Doctor
Ribbons,Yasmin Khan
Richard Lazarus,Francine Jones
Richard Lazarus,Leo Jones
Richard Lazarus,Martha Jones
Richard Lazarus,Tenth Doctor
Richard Lazarus,Tish Jones
Richard Mace,Adric
Richard Mace,Fifth Doctor
Richard Mace,Nyssa
Richard Mace,Tegan Jovanka
Richard Mace,Terileptil
Richard Mace,Terileptil android
Richard Nixon,Amy Pond
Richard Nixon,Canton Everett Delaware III
Richard Nixon,Eleventh Doctor
Richard Nixon,River Song
Richard Nixon,Rory Williams
Richard Nixon,Silent
Ricky Smith,Cyberman (Pete's World)
Ricky Smith,Cybermen
Ricky Smith,Jackie Tyler
Ricky Smith,Jackie Tyler (Pete's World)
Ricky Smith,Jake Simmonds
Ricky Smith,John Lumic
Ricky Smith,Mickey Smith
Ricky Smith,Pete Tyler (Pete's World)
Ricky Smith,Rose Tyler
Ricky Smith,Tenth Doctor
Rigsy,Ashildr
Rigsy,Boneless
Rigsy,Clara Oswald
Rigsy,Danny Pink
Rigsy,The Master
Rigsy,Twelfth Doctor
Rill,First Doctor
Rill,Maaga
Rill,Steven Taylor
Rill,Vicki Pallister
River Song,Adolf Hitler
River Song,Amy Pond
River Song,Arthur Candy
River Song,Canton Everett Delaware III
River Song,Captain
River Song,Carter (Let's Kill Hitler)
River Song,Clara Oswald
River Song,Craig Owens
River Song,Cyberman (Mondas)
River Song,Donna Noble
River Song,Dorium Maldovar
River Song,Eleventh Doctor
River Song,Elizabeth X
River Song,Great Intelligence
River Song,Hydroflax
River Song,Julius Grayle
River Song,Kovarian
River Song,Nardole
River Song,Paternoster Gang
River Song,Rain God
River Song,Richard Nixon
River Song,Rory Williams
River Song,Rory Williams (Auton)
River Song,Silent
River Song,Sophie (The Lodger)
River Song,Tenth Doctor
River Song,Teselecta
River Song,The Alliance (The Pandorica Opens)
River Song,The Silence
River Song,Time Field
River Song,Twelfth Doctor
River Song,Vashta Nerada
River Song,Vincent van Gogh
River Song,War Doctor
River Song,Weeping Angel
River Song,Winston Churchill
Robin Hood,Clara Oswald
Robin Hood,Sheriff of Nottingham
Robin Hood,Twelfth Doctor
Roland Summers,Arthur Linwood
Roland Summers,Carol Bell
Roland Summers,Charles Kettering
Roland Summers,George Patrick Barnham
Roland Summers,Harry Mailer
Roland Summers,Jo Grant
Roland Summers,John Benton
Roland Summers,Keller Machine
Roland Summers,Mike Yates
Roland Summers,The Brigadier
Roland Summers,The Master
Roland Summers,Third Doctor
Romana I,Astra of Atrios
Romana I,Black Guardian
Romana I,Cessair of Diplos
Romana I,Drax
Romana I,Fourth Doctor
Romana I,Graff Vynda-K
Romana I,Grendel of Gracht
Romana I,K9 Mark II
Romana I,Kroll
Romana I,Marshal of Atrios
Romana I,Ogri
Romana I,Ranquin
Romana I,Thawn
Romana I,The Captain
Romana I,The Shadow
Romana I,White Guardian
Romana I,Xanxia
Romana II,Ace
Romana II,Adrasta
Romana II,Adric
Romana II,Alistair Gordon Lethbridge-Stewart
Romana II,Borusa
Romana II,Chris Parsons
Romana II,Chronotis
Romana II,Clare Keightley
Romana II,Dalek
Romana II,Davros
Romana II,Duggan
Romana II,Dymond
Romana II,Eighth Doctor
Romana II,Fifth Doctor
Romana II,First Doctor
Romana II,Fourth Doctor
Romana II,Gaztak
Romana II,Grugger
Romana II,K9 (Storm in a Tikka) (page does not exist)
Romana II,K9 Mark II
Romana II,K9 Mark III
Romana II,King Vampire
Romana II,Leela
Romana II,Liz Shaw
Romana II,Lord President
Romana II,Mandrel
Romana II,Marshman
Romana II,Meglos
Romana II,Melanie Bush
Romana II,Mike Yates
Romana II,Movellan
Romana II,Nimon
Romana II,Nyssa
Romana II,Pangol
Romana II,Peri Brown
Romana II,Rassilon
Romana II,Rorvik
Romana II,Sarah Jane Smith
Romana II,Scaroth
Romana II,Second Doctor
Romana II,Seventh Doctor
Romana II,Sixth Doctor
Romana II,Skagra
Romana II,Soldeed
Romana II,Susan Foreman
Romana II,Tegan Jovanka
Romana II,The Brigadier
Romana II,The Master
Romana II,The Rani
Romana II,Third Doctor
Romana II,Three Who Rule
Romana II,Tryst
Romana II,Victoria Waterfield
Romana II,Vislor Turlough
Romana II,West Lodge
Ron Rat,Sixth Doctor
Rorvik,Adric
Rorvik,Fourth Doctor
Rorvik,K9 Mark II
Rorvik,Romana II
Rory Williams,Abigail Pettigrew
Rory Williams,Adolf Hitler
Rory Williams,Alaya
Rory Williams,Amy Pond
Rory Williams,Amy Pond (The Girl Who Waited)
Rory Williams,Arthur Candy
Rory Williams,Brian Williams (Dinosaurs on a Spaceship)
Rory Williams,Canton Everett Delaware III
Rory Williams,Captain
Rory Williams,Carter (Let's Kill Hitler)
Rory Williams,Clara Oswald
Rory Williams,Craig Owens
Rory Williams,Cyberman (Mondas)
Rory Williams,Cyril Arwell
Rory Williams,Daleks
Rory Williams,Dorium Maldovar
Rory Williams,Dream Lord
Rory Williams,Eleventh Doctor
Rory Williams,Eleventh Doctor (Ganger)
Rory Williams,Elizabeth X
Rory Williams,Elliot Sardick
Rory Williams,Ganger
Rory Williams,Handbot
Rory Williams,Harvest ranger
Rory Williams,Henry Avery
Rory Williams,House (The Doctor's Wife)
Rory Williams,Idris
Rory Williams,Jennifer Lucas (Ganger)
Rory Williams,John Riddell
Rory Williams,Julius Grayle
Rory Williams,Kahler-Jex
Rory Williams,Kahler-Tek
Rory Williams,Kate Stewart
Rory Williams,Kazran Sardick
Rory Williams,Kovarian
Rory Williams,Lily Arwell
Rory Williams,Madge Arwell
Rory Williams,Minotaur (The God Complex)
Rory Williams,Miranda Cleaves
Rory Williams,Nefertiti
Rory Williams,Paternoster Gang
Rory Williams,Peg doll (Night Terrors)
Rory Williams,Prisoner Zero
Rory Williams,Restac
Rory Williams,Richard Nixon
Rory Williams,River Song
Rory Williams,Saturnyn
Rory Williams,Shakri
Rory Williams,Silent
Rory Williams,Solomon (Dinosaurs on a Spaceship)
Rory Williams,Sophie (The Lodger)
Rory Williams,Teselecta
Rory Williams,The Alliance (The Pandorica Opens)
Rory Williams,The Doctor's TARDIS
Rory Williams,Vincent van Gogh
Rory Williams,Weeping Angel
Rory Williams,Winston Churchill
Rory Williams (Auton),Amy Pond
Rory Williams (Auton),Eleventh Doctor
Rory Williams (Auton),River Song
Rosa Parks,Graham O'Brien
Rosa Parks,Krasko
Rosa Parks,Ryan Sinclair
Rosa Parks,Thirteenth Doctor
Rosa Parks,Yasmin Khan
Rose Tyler,Abzorbaloff
Rose Tyler,Adam Mitchell
Rose Tyler,Alonso Frame
Rose Tyler,Angelo (Tooth and Claw)
Rose Tyler,Bad Wolf (entity)
Rose Tyler,Blon Fel-Fotch Passameer-Day Slitheen
Rose Tyler,Casp
Rose Tyler,Cassandra O'Brien.Δ17
Rose Tyler,Charles Dickens
Rose Tyler,Chloe Webber's father
Rose Tyler,Clive Finch
Rose Tyler,Clockwork Droid
Rose Tyler,Cofelia
Rose Tyler,Control node (The Girl in the Fireplace)
Rose Tyler,Cyber-Leader One
Rose Tyler,Cybermen
Rose Tyler,Dalek Caan
Rose Tyler,Dalek Emperor in the Last Great Time War
Rose Tyler,Dalek Sec
Rose Tyler,Dalek of human origin
Rose Tyler,Davros
Rose Tyler,Donna Noble
Rose Tyler,Eleventh Doctor
Rose Tyler,Empty Child
Rose Tyler,Face of Boe
Rose Tyler,Francine Jones
Rose Tyler,Gelth ambassador
Rose Tyler,Gwen Cooper
Rose Tyler,Harriet Jones
Rose Tyler,Ianto Jones
Rose Tyler,Jack Harkness
Rose Tyler,Jackie Tyler
Rose Tyler,Jackie Tyler (Pete's World)
Rose Tyler,Jake Simmonds
Rose Tyler,Jeanne-Antoinette Poisson
Rose Tyler,Jocrassa Fel-Fotch Passameer-Day Slitheen
Rose Tyler,John Lumic
Rose Tyler,K9 Mark III
Rose Tyler,K9 Mark IV
Rose Tyler,Lassar
Rose Tyler,Luke Smith
Rose Tyler,Lynda Moss
Rose Tyler,Martha Jones
Rose Tyler,Matron
Rose Tyler,Metaltron
Rose Tyler,Mickey Smith
Rose Tyler,Mighty Jagrafess of the Holy Hadrojassic Maxarodenfoe
Rose Tyler,Mr Smith
Rose Tyler,Nestene Consciousness
Rose Tyler,Ninth Doctor
Rose Tyler,Ood Sigma
Rose Tyler,Pete Tyler
Rose Tyler,Pete Tyler (Pete's World)
Rose Tyler,Rassilon
Rose Tyler,Reaper
Rose Tyler,Ricky Smith
Rose Tyler,Sarah Jane Smith
Rose Tyler,Supreme Dalek (The Stolen Earth)
Rose Tyler,Sycorax leader
Rose Tyler,Sylvia Noble
Rose Tyler,Tenth Doctor
Rose Tyler,Tenth Doctor (Journey's End)
Rose Tyler,The Beast (The Impossible Planet)
Rose Tyler,The Editor
Rose Tyler,The Host
Rose Tyler,The Master
Rose Tyler,The Wire
Rose Tyler,Toshiko Sato
Rose Tyler,Victoria
Rose Tyler,Wilfred Mott
Rose Tyler,Yvonne Hartman
Rosemary Kizlet,Angie Maitland
Rosemary Kizlet,Artie Maitland
Rosemary Kizlet,Clara Oswald
Rosemary Kizlet,Eleventh Doctor
Rosemary Kizlet,Great Intelligence
Rosita Farisi,Jackson Lake
Rosita Farisi,Mercy Hartigan
Rosita Farisi,Tenth Doctor
Ross Jenkins,Donna Noble
Ross Jenkins,Mace (The Sontaran Stratagem)
Ross Jenkins,Martha Jones
Ross Jenkins,Staal
Ross Jenkins,Sylvia Noble
Ross Jenkins,Tenth Doctor
Ross Jenkins,Wilfred Mott
Rusty (Into the Dalek),Archibald Hamish Lethbridge-Stewart
Rusty (Into the Dalek),Bill Potts
Rusty (Into the Dalek),Clara Oswald
Rusty (Into the Dalek),Dalek
Rusty (Into the Dalek),Danny Pink
Rusty (Into the Dalek),First Doctor
Rusty (Into the Dalek),Frank Armitage
Rusty (Into the Dalek),Journey Blue
Rusty (Into the Dalek),Nardole
Rusty (Into the Dalek),The Master
Rusty (Into the Dalek),Thirteenth Doctor
Rusty (Into the Dalek),Twelfth Doctor
Rutan Host,Fourth Doctor
Rutan Host,Leela
Ryan Sinclair,Ada Lovelace
Ryan Sinclair,Ashad
Ryan Sinclair,Chagaska
Ryan Sinclair,Charlie Duffy
Ryan Sinclair,Daniel Barton
Ryan Sinclair,Dorothy Skerrit
Ryan Sinclair,Dreg
Ryan Sinclair,Gat
Ryan Sinclair,George Gordon Byron
Ryan Sinclair,Giant spider (Arachnids in the UK)
Ryan Sinclair,Grace O'Brien
Ryan Sinclair,Graham O'Brien
Ryan Sinclair,Hakim Khan
Ryan Sinclair,Jack Harkness
Ryan Sinclair,Jack Robertson
Ryan Sinclair,James I
Ryan Sinclair,John Polidori
Ryan Sinclair,Kasaavin
Ryan Sinclair,Krasko
Ryan Sinclair,Manish
Ryan Sinclair,Mary Shelley
Ryan Sinclair,Morax Queen
Ryan Sinclair,Najia Khan
Ryan Sinclair,Nikola Tesla
Ryan Sinclair,Noor Inayat Khan
Ryan Sinclair,Percy Shelley
Ryan Sinclair,Pol-Kon-Don
Ryan Sinclair,Praxeus
Ryan Sinclair,Pting (The Tsuranga Conundrum)
Ryan Sinclair,Queen of the Skithra
Ryan Sinclair,Rakaya
Ryan Sinclair,Reconnaissance Dalek
Ryan Sinclair,Remnant
Ryan Sinclair,Ribbons
Ryan Sinclair,Rosa Parks
Ryan Sinclair,Solitract
Ryan Sinclair,Sonya Khan
Ryan Sinclair,Suki Cheng
Ryan Sinclair,The Doctor (Fugitive of the Judoon)
Ryan Sinclair,The Master
Ryan Sinclair,Thirteenth Doctor
Ryan Sinclair,Thomas Edison
Ryan Sinclair,Tibo
Ryan Sinclair,Tzim-Sha
Ryan Sinclair,Yasmin Khan
Ryan Sinclair,Zellin
Sabalom Glitz,Ace
Sabalom Glitz,Kane (Dragonfire)
Sabalom Glitz,Melanie Bush
Sabalom Glitz,Seventh Doctor
Saibra,Clara Oswald
Saibra,Karabraxos
Saibra,Psi
Saibra,Twelfth Doctor
Salamar,Anti-matter creature
Salamar,Fourth Doctor
Salamar,Sarah Jane Smith
Samuel Pike,Ben Jackson
Samuel Pike,Cherub (The Smugglers)
Samuel Pike,Edwards (The Smugglers)
Samuel Pike,First Doctor
Samuel Pike,Polly Wright
